  crm_leads  ·  600 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
LED0184,Hajer Chebbi,hajer.chebbi@outlook.com,BNA Banque,+216 24 164 392,Cold Call,Disqualified,France,Energie,2023-06-18,No budget
LED0185,Wassim Ben Ali,wassim.ben-ali@gmail.com,VERMEG,+216 27 744 124,Cold Call,Contacted,Tunisie,Transport,2022-12-08,
LED0186,Emna Amri,emna.amri@gmail.com,BIAT,+216 20 661 890,Website,Disqualified,Tunisie,Energie,2022-05-30,Competitor
LED0187,Yasmine Ncibi,yasmine.ncibi@yahoo.fr,SNCFT,+216 22 726 405,Cold Call,Qualified,France,Assurance,2023-11-21,
LED0188,Sofiene Ferjani,sofiene.ferjani@gmail.com,SOMOCER,+216 98 807 783,Inbound,Disqualified,Tunisie,Finance,2024-09-04,Competitor
LED0189,Ghassen Bouzid,ghassen.bouzid@outlook.com,SOMOCER,+216 98 657 998,Partner,Disqualified,France,Secteur Public,2024-06-17,Wrong target
LED0190,Salma Khelifi,salma.khelifi@yahoo.fr,STB Banque,+216 92 540 503,Partner,New,Tunisie,Technology,2024-12-11,
LED0191,Mohamed Toumi,mohamed.toumi@gmail.com,BIAT Leasing,+216 55 303 681,LinkedIn,New,Tunisie,Telecom,2024-11-29,
LED0192,Oussama Ferjani,oussama.ferjani@yahoo.fr,SONEDE,+216 53 802 122,Event,Qualified,Algerie,Secteur Public,2023-04-04,
LED0193,Nacer Ben Youssef,nacer.ben-youssef@gmail.com,SNCFT,+216 95 546 157,LinkedIn,New,Algerie,Telecom,2024-11-07,
LED0194,Kais Mahfoudhi,kais.mahfoudhi@yahoo.fr,BH Bank,+216 99 724 178,Trade Show,New,Tunisie,Technology,2023-08-01,
LED0195,Asma Fehri,asma.fehri@outlook.com,CNSS,+216 52 126 581,Trade Show,Disqualified,France,Transport,2022-06-27,Wrong target
LED0196,Dorra Ben Slama,dorra.ben-slama@yahoo.fr,BNA Banque,+216 92 988 938,Referral,Qualified,Tunisie,Finance,2023-11-18,
LED0197,Fatma Zouari,fatma.zouari@gmail.com,BH Bank,+216 52 238 966,Website,Disqualified,France,Assurance,2023-10-13,Unresponsive
LED0198,Sofiene Ben Youssef,sofiene.ben-youssef@yahoo.fr,SNCFT,+216 22 868 403,Inbound,Contacted,Tunisie,Transport,2024-08-20,
LED0199,Fatma Sghaier,fatma.sghaier@gmail.com,Ministere de l Education,+216 27 165 806,Cold Call,New,Maroc,Secteur Public,2024-10-01,
LED0200,Wassim Guizani,wassim.guizani@gmail.com,Carthage Cement,+216 52 182 445,Cold Call,Qualified,Algerie,Industrie,2023-01-04,
LED0201,Leila Amri,leila.amri@outlook.com,SNCFT,+216 53 827 184,Partner,Converted,Maroc,Industrie,2022-07-17,
LED0202,Ines Souissi,ines.souissi@gmail.com,SNCFT,+216 25 447 244,Referral,Contacted,Maroc,Assurance,2022-08-21,
LED0203,Khaled Amri,khaled.amri@gmail.com,STIIP Assurance,+216 92 706 981,Inbound,Contacted,Maroc,Technology,2023-07-03,
LED0204,Maroua Hammami,maroua.hammami@outlook.com,SOMOCER,+216 95 370 199,Inbound,Disqualified,Algerie,Energie,2024-03-27,Not interested
LED0205,Yasmine Trabelsi,yasmine.trabelsi@gmail.com,Talan France,+216 20 900 343,Event,Disqualified,Tunisie,Transport,2022-12-08,Competitor
LED0206,Emna Dridi,emna.dridi@outlook.com,BIAT,+216 20 635 343,Website,New,Tunisie,Industrie,2023-11-14,
LED0207,Ahmed Elloumi,ahmed.elloumi@gmail.com,SONEDE,+216 90 772 125,LinkedIn,Converted,Tunisie,Transport,2023-08-18,
LED0208,Olfa Ben Slama,olfa.ben-slama@outlook.com,Tunisair,+216 22 975 395,Website,Converted,Tunisie,Telecom,2024-03-25,
LED0209,Fares Ayadi,fares.ayadi@yahoo.fr,SNCFT,+216 24 216 559,Website,Qualified,France,Secteur Public,2024-03-31,
LED0210,Tarek Ben Slama,tarek.ben-slama@outlook.com,GCT,+216 20 204 113,Website,New,Tunisie,Industrie,2022-11-07,
LED0211,Kais Fehri,kais.fehri@outlook.com,Total Energies TN,+216 52 873 798,Inbound,Converted,Tunisie,Industrie,2023-07-16,
LED0212,Rami Sassi,rami.sassi@yahoo.fr,CNSS,+216 92 929 543,Referral,Contacted,Tunisie,Secteur Public,2023-07-25,
LED0213,Ahmed Rekik,ahmed.rekik@gmail.com,TTS,+216 27 621 290,Inbound,Qualified,Maroc,Technology,2024-07-15,
LED0214,Aziz Gharbi,aziz.gharbi@gmail.com,Total Energies TN,+216 95 484 744,Referral,Qualified,Tunisie,Finance,2022-06-21,
LED0215,Chaima Souissi,chaima.souissi@outlook.com,Tunisie Telecom,+216 23 626 631,Inbound,Converted,Algerie,Secteur Public,2023-04-22,
LED0216,Nizar Dridi,nizar.dridi@yahoo.fr,Banque Centrale Tunisie,+216 26 942 811,Partner,Converted,Maroc,Secteur Public,2022-01-12,
LED0217,Emna Karray,emna.karray@gmail.com,Carthage Cement,+216 25 550 210,Partner,Disqualified,Algerie,Technology,2022-06-16,Competitor
LED0218,Rami Oueslati,rami.oueslati@gmail.com,Ooredoo Tunisie,+216 21 709 112,Referral,Contacted,Tunisie,Assurance,2022-08-21,
LED0219,Wassim Fehri,wassim.fehri@gmail.com,Amen Bank,+216 53 680 540,Inbound,Disqualified,Algerie,Transport,2022-08-29,Wrong target
LED0220,Dorra Guizani,dorra.guizani@outlook.com,Amen Bank,+216 21 793 138,LinkedIn,Qualified,Algerie,Assurance,2024-01-31,
LED0221,Yassine Ncibi,yassine.ncibi@yahoo.fr,BIAT Leasing,+216 23 882 121,LinkedIn,Converted,Tunisie,Assurance,2023-10-13,
LED0222,Yassine Hamouda,yassine.hamouda@gmail.com,UIB Banque,+216 50 497 892,Referral,Converted,France,Telecom,2022-07-13,
LED0223,Ghassen Hammami,ghassen.hammami@outlook.com,Sfax Cables,+216 22 277 337,Partner,New,Maroc,Finance,2023-08-06,
LED0224,Hedi Brahim,hedi.brahim@outlook.com,CNSS,+216 50 961 620,Cold Call,New,France,Assurance,2022-07-30,
LED0225,Khaled Romdhane,khaled.romdhane@yahoo.fr,Ministere de l Education,+216 53 833 921,Partner,Converted,France,Telecom,2023-07-22,
LED0226,Oussama Gharbi,oussama.gharbi@outlook.com,Banque Centrale Tunisie,+216 92 932 932,LinkedIn,Contacted,Tunisie,Telecom,2023-10-25,
LED0227,Zied Ben Slama,zied.ben-slama@gmail.com,Yazaki Tunisie,+216 21 419 398,Event,Converted,Maroc,Finance,2024-03-16,
LED0228,Mohamed Toumi,mohamed.toumi@outlook.com,SOMOCER,+216 95 552 417,Cold Call,Contacted,Tunisie,Technology,2024-06-14,
LED0229,Fatma Zouari,fatma.zouari@outlook.com,Tunisair,+216 99 428 888,Partner,Contacted,Maroc,Transport,2024-08-12,
LED0230,Ines Karray,ines.karray@yahoo.fr,Ministere des Finances,+216 92 947 791,Partner,Contacted,France,Industrie,2024-06-24,
LED0231,Hajer Jlassi,hajer.jlassi@outlook.com,Orange Tunisie,+216 26 350 808,Website,Converted,Tunisie,Industrie,2023-07-18,
LED0232,Lotfi Guesmi,lotfi.guesmi@gmail.com,SOMOCER,+216 98 946 731,Website,Disqualified,Tunisie,Industrie,2024-10-01,Competitor
LED0233,Nour Elloumi,nour.elloumi@outlook.com,SPS Tunisia,+216 23 740 632,LinkedIn,Contacted,Tunisie,Assurance,2024-05-09,
LED0234,Ameni Bouzid,ameni.bouzid@outlook.com,Microsoft Tunisie,+216 27 560 786,Event,Contacted,Tunisie,Secteur Public,2023-11-13,
LED0235,Kais Ben Salem,kais.ben-salem@gmail.com,Ooredoo Tunisie,+216 52 647 666,Website,Disqualified,Maroc,Assurance,2022-05-14,No budget
LED0236,Sarra Karray,sarra.karray@gmail.com,Sfax Cables,+216 99 953 146,Cold Call,Converted,Tunisie,Telecom,2022-01-07,
LED0237,Khaled Mahfoudhi,khaled.mahfoudhi@outlook.com,Attijari Bank,+216 99 259 812,Trade Show,New,Algerie,Energie,2023-01-09,
LED0238,Walid Trabelsi,walid.trabelsi@outlook.com,BIAT,+216 20 144 383,Partner,Disqualified,Tunisie,Secteur Public,2023-09-23,Unresponsive
LED0239,Kais Ben Slama,kais.ben-slama@gmail.com,SPS Tunisia,+216 26 852 392,Inbound,Qualified,France,Energie,2022-10-15,
LED0240,Ameni Bouzid,ameni.bouzid@yahoo.fr,Attijari Bank,+216 22 771 413,Event,Disqualified,Tunisie,Energie,2024-09-30,Wrong target
LED0241,Ghassen Ben Ali,ghassen.ben-ali@outlook.com,CNSS,+216 90 420 714,Website,Converted,Tunisie,Secteur Public,2023-03-08,
LED0242,Mehdi Chebbi,mehdi.chebbi@outlook.com,Poulina Group,+216 22 972 943,Event,New,Tunisie,Finance,2023-06-13,
LED0243,Nizar Oueslati,nizar.oueslati@gmail.com,Total Energies TN,+216 24 422 217,LinkedIn,Disqualified,Tunisie,Secteur Public,2024-02-02,Unresponsive
LED0244,Yassine Guesmi,yassine.guesmi@gmail.com,BH Bank,+216 99 324 890,Website,Contacted,Tunisie,Energie,2023-11-17,
LED0245,Ahmed Bouzid,ahmed.bouzid@gmail.com,Sfax Cables,+216 23 661 371,LinkedIn,New,Tunisie,Finance,2024-07-23,
LED0246,Khaled Hamouda,khaled.hamouda@outlook.com,BIAT Leasing,+216 98 484 229,Partner,Converted,Tunisie,Secteur Public,2024-04-01,
LED0247,Kais Ben Romdhane,kais.ben-romdhane@outlook.com,CNAM,+216 98 285 384,Event,Converted,Algerie,Industrie,2022-02-28,
LED0248,Nour Bchir,nour.bchir@gmail.com,SPS Tunisia,+216 55 634 914,LinkedIn,Qualified,Maroc,Transport,2023-09-26,
LED0249,Fares Toumi,fares.toumi@gmail.com,IBM Tunisie,+216 52 966 853,LinkedIn,Qualified,France,Transport,2023-01-14,
LED0250,Ameni Jlassi,ameni.jlassi@gmail.com,SPS Tunisia,+216 20 603 205,Website,Disqualified,Maroc,Secteur Public,2022-07-24,Competitor
LED0251,Hamza Ben Salem,hamza.ben-salem@outlook.com,TTS,+216 95 728 224,Cold Call,New,Algerie,Transport,2023-10-14,
LED0252,Dorra Gharbi,dorra.gharbi@outlook.com,Sfax Cables,+216 55 766 491,Inbound,Converted,Algerie,Technology,2024-09-27,
LED0253,Fatma Toumi,fatma.toumi@gmail.com,BIAT,+216 27 189 100,Partner,Qualified,France,Telecom,2024-03-26,
LED0254,Ines Ferjani,ines.ferjani@gmail.com,Ooredoo Tunisie,+216 52 700 293,Referral,Qualified,France,Technology,2024-05-21,
LED0255,Chaima Mabrouk,chaima.mabrouk@yahoo.fr,Poulina Group,+216 95 555 503,LinkedIn,Contacted,Tunisie,Secteur Public,2022-08-06,
LED0256,Mohamed Abidi,mohamed.abidi@yahoo.fr,Microsoft Tunisie,+216 90 684 234,LinkedIn,Qualified,France,Industrie,2024-11-04,
LED0257,Bilel Hamouda,bilel.hamouda@gmail.com,CIH Bank Maroc,+216 98 835 827,Event,Disqualified,Tunisie,Industrie,2024-07-11,Not interested
LED0258,Nacer Karray,nacer.karray@outlook.com,Ooredoo Tunisie,+216 90 156 309,Inbound,Converted,Tunisie,Transport,2022-11-04,
LED0259,Tarek Ferjani,tarek.ferjani@yahoo.fr,Orange Tunisie,+216 27 951 468,Inbound,New,Tunisie,Energie,2022-03-23,
LED0260,Karim Bouaziz,karim.bouaziz@gmail.com,Banque Centrale Tunisie,+216 92 594 843,Inbound,Qualified,Tunisie,Assurance,2023-07-02,
LED0261,Emna Mahfoudhi,emna.mahfoudhi@yahoo.fr,Star Assurance,+216 25 268 788,Referral,Qualified,Tunisie,Energie,2024-03-22,
LED0262,Mohamed Laabidi,mohamed.laabidi@outlook.com,Poulina Group,+216 23 538 769,Inbound,Qualified,Tunisie,Transport,2023-05-15,
LED0263,Amine Dridi,amine.dridi@yahoo.fr,BIAT,+216 50 613 930,Inbound,Converted,Tunisie,Telecom,2023-09-11,
LED0264,Leila Ben Amor,leila.ben-amor@yahoo.fr,Ministere des Finances,+216 20 713 528,Inbound,New,Tunisie,Transport,2023-06-19,
LED0265,Mohamed Tlili,mohamed.tlili@gmail.com,STB Banque,+216 98 800 529,Partner,Converted,Algerie,Secteur Public,2024-06-13,
LED0266,Tarek Ferjani,tarek.ferjani@gmail.com,Microsoft Tunisie,+216 92 910 622,Event,New,Maroc,Assurance,2022-02-08,
LED0267,Salma Bouzid,salma.bouzid@gmail.com,STIIP Assurance,+216 52 349 916,Cold Call,New,Tunisie,Industrie,2022-05-11,
LED0268,Sarra Ferjani,sarra.ferjani@gmail.com,Sfax Cables,+216 23 679 121,Inbound,Disqualified,Tunisie,Industrie,2023-12-04,Not interested
LED0269,Aymen Abidi,aymen.abidi@gmail.com,Delice Danone,+216 90 545 476,LinkedIn,Disqualified,Maroc,Telecom,2022-03-08,No budget
LED0270,Zied Ferjani,zied.ferjani@gmail.com,Talan Maroc,+216 52 448 983,Partner,Qualified,Tunisie,Transport,2024-07-13,
LED0271,Amine Karray,amine.karray@gmail.com,BIAT Leasing,+216 27 516 340,Inbound,New,Maroc,Technology,2024-10-02,
LED0272,Ameni Ben Amor,ameni.ben-amor@outlook.com,Orange Tunisie,+216 21 260 502,Inbound,Contacted,Tunisie,Secteur Public,2023-08-16,
LED0273,Mehdi Karray,mehdi.karray@gmail.com,SNCFT,+216 52 754 926,Inbound,Converted,France,Industrie,2024-01-14,
LED0274,Imen Jlassi,imen.jlassi@yahoo.fr,SNCFT,+216 52 612 909,Inbound,Contacted,Tunisie,Energie,2024-08-08,
LED0275,Mariem Ben Youssef,mariem.ben-youssef@gmail.com,Total Energies TN,+216 95 473 450,Trade Show,Contacted,Tunisie,Transport,2024-05-06,
LED0276,Karim Ayadi,karim.ayadi@outlook.com,Ministere de l Education,+216 52 158 403,Referral,Converted,France,Transport,2022-02-16,
LED0277,Hedi Chebbi,hedi.chebbi@gmail.com,Tunisie Telecom,+216 95 832 183,Website,Converted,Tunisie,Energie,2024-11-13,
LED0278,Sami Zouari,sami.zouari@outlook.com,Microsoft Tunisie,+216 23 643 612,Partner,Contacted,Tunisie,Technology,2022-03-05,
LED0279,Leila Ben Romdhane,leila.ben-romdhane@yahoo.fr,STIIP Assurance,+216 53 568 812,Trade Show,Converted,France,Secteur Public,2023-11-10,
LED0280,Bilel Mansouri,bilel.mansouri@yahoo.fr,Tunisair,+216 92 621 783,Trade Show,Disqualified,Maroc,Secteur Public,2023-06-17,No budget
LED0281,Walid Cherni,walid.cherni@yahoo.fr,Orange Tunisie,+216 27 892 837,Website,Qualified,Tunisie,Technology,2024-01-15,
LED0282,Wassim Ben Fredj,wassim.ben-fredj@yahoo.fr,BIAT,+216 92 348 957,Referral,Contacted,France,Assurance,2023-11-27,
LED0283,Fares Ferjani,fares.ferjani@outlook.com,BIAT Leasing,+216 21 214 133,Trade Show,Disqualified,Maroc,Industrie,2023-12-03,Wrong target
LED0284,Khaled Trabelsi,khaled.trabelsi@gmail.com,SOMOCER,+216 26 821 413,LinkedIn,Contacted,Tunisie,Secteur Public,2022-02-23,
LED0285,Yassine Cherni,yassine.cherni@outlook.com,Star Assurance,+216 25 858 308,Trade Show,Disqualified,Tunisie,Transport,2022-09-21,No budget
LED0286,Yassine Souissi,yassine.souissi@outlook.com,STIIP Assurance,+216 23 582 396,Event,Contacted,Tunisie,Secteur Public,2023-06-16,
LED0287,Nacer Jebali,nacer.jebali@gmail.com,Yazaki Tunisie,+216 52 878 665,Partner,Converted,Tunisie,Assurance,2024-09-20,
LED0288,Fares Brahim,fares.brahim@yahoo.fr,VERMEG,+216 52 915 675,Partner,Contacted,France,Assurance,2023-04-05,
LED0289,Yassine Trabelsi,yassine.trabelsi@outlook.com,CNSS,+216 24 423 798,Trade Show,Converted,Maroc,Transport,2023-04-13,
LED0290,Walid Cherni,walid.cherni@yahoo.fr,OCP Maroc,+216 22 872 564,Event,Converted,Tunisie,Energie,2022-06-12,
LED0291,Asma Ben Romdhane,asma.ben-romdhane@outlook.com,BNA Banque,+216 23 538 102,Cold Call,Contacted,Maroc,Secteur Public,2022-03-24,
LED0292,Wael Guesmi,wael.guesmi@gmail.com,BH Bank,+216 95 155 835,LinkedIn,Converted,Maroc,Transport,2023-03-02,
LED0293,Rania Mabrouk,rania.mabrouk@outlook.com,VERMEG,+216 23 551 138,Partner,New,France,Assurance,2022-08-27,
LED0294,Amine Rekik,amine.rekik@yahoo.fr,TTS,+216 24 362 745,Event,Converted,Algerie,Transport,2024-05-30,
LED0295,Hamza Ben Slama,hamza.ben-slama@outlook.com,Talan France,+216 24 933 453,Website,Qualified,Maroc,Industrie,2023-07-09,
LED0296,Mohamed Cherni,mohamed.cherni@yahoo.fr,STB Banque,+216 95 659 320,Event,Converted,Tunisie,Industrie,2023-07-18,
LED0297,Asma Ncibi,asma.ncibi@outlook.com,Orange Tunisie,+216 25 642 189,Website,Qualified,Tunisie,Technology,2024-10-12,
LED0298,Salma Ayadi,salma.ayadi@gmail.com,Carthage Cement,+216 98 248 793,LinkedIn,Contacted,Tunisie,Industrie,2023-03-13,
LED0299,Mounir Hamdi,mounir.hamdi@outlook.com,Attijari Bank,+216 55 800 883,Cold Call,Converted,Tunisie,Telecom,2022-11-17,
LED0300,Ahmed Ben Salem,ahmed.ben-salem@outlook.com,Poulina Group,+216 95 212 797,Trade Show,Converted,Tunisie,Assurance,2023-04-14,
LED0301,Aymen Romdhane,aymen.romdhane@gmail.com,Attijari Bank,+216 50 447 303,Partner,Disqualified,Tunisie,Transport,2024-03-16,Competitor
LED0302,Maroua Zouari,maroua.zouari@gmail.com,CIH Bank Maroc,+216 20 627 757,Trade Show,Qualified,France,Technology,2023-03-04,
LED0303,Khaled Laabidi,khaled.laabidi@gmail.com,Microsoft Tunisie,+216 95 717 523,Cold Call,Contacted,Tunisie,Telecom,2024-06-20,
LED0304,Mehdi Elloumi,mehdi.elloumi@outlook.com,Banque Centrale Tunisie,+216 50 608 524,Website,Disqualified,Tunisie,Energie,2023-07-28,Wrong target
LED0305,Bilel Laabidi,bilel.laabidi@yahoo.fr,STIIP Assurance,+216 23 727 186,Partner,Disqualified,Tunisie,Finance,2024-08-24,Not interested
LED0306,Chaima Sghaier,chaima.sghaier@yahoo.fr,TTS,+216 99 227 765,Cold Call,Converted,Tunisie,Secteur Public,2023-05-18,
LED0307,Hamza Ben Youssef,hamza.ben-youssef@gmail.com,OCP Maroc,+216 20 360 289,LinkedIn,New,Tunisie,Industrie,2024-07-02,
LED0308,Yassine Mabrouk,yassine.mabrouk@gmail.com,Microsoft Tunisie,+216 90 167 889,Event,Converted,Tunisie,Industrie,2022-09-02,
LED0309,Bilel Guesmi,bilel.guesmi@outlook.com,Attijari Bank,+216 99 441 857,Partner,New,Maroc,Assurance,2022-03-07,
LED0310,Maroua Gharbi,maroua.gharbi@gmail.com,Attijari Bank,+216 92 956 118,Referral,Converted,France,Finance,2022-08-19,
LED0311,Fatma Bchir,fatma.bchir@yahoo.fr,Delice Danone,+216 27 857 738,Referral,Disqualified,France,Technology,2024-07-13,Unresponsive
LED0312,Hajer Khelifi,hajer.khelifi@outlook.com,Leoni Tunisie,+216 27 680 512,Website,Disqualified,Algerie,Telecom,2022-01-14,Unresponsive
LED0313,Imen Hamdi,imen.hamdi@yahoo.fr,GCT,+216 53 881 715,Partner,Converted,Maroc,Transport,2023-12-28,
LED0314,Asma Guizani,asma.guizani@yahoo.fr,Delice Danone,+216 27 134 276,Website,Contacted,Tunisie,Assurance,2022-05-22,
LED0315,Hedi Fehri,hedi.fehri@outlook.com,Total Energies TN,+216 55 248 480,Event,Contacted,Tunisie,Telecom,2022-02-25,
LED0316,Asma Haddad,asma.haddad@gmail.com,CIH Bank Maroc,+216 52 884 582,Inbound,New,Algerie,Transport,2024-03-28,
LED0317,Mariem Amri,mariem.amri@gmail.com,BIAT,+216 99 613 931,Referral,Contacted,France,Assurance,2024-09-28,
LED0318,Amine Hammami,amine.hammami@gmail.com,Orange Tunisie,+216 98 956 784,Partner,Disqualified,Algerie,Transport,2022-08-18,Competitor
LED0319,Slim Oueslati,slim.oueslati@gmail.com,TTS,+216 21 871 420,Partner,Qualified,Tunisie,Finance,2023-09-08,
LED0320,Dorra Ben Slama,dorra.ben-slama@outlook.com,Talan Maroc,+216 20 365 584,Website,Contacted,France,Finance,2022-01-19,
LED0321,Oussama Hammami,oussama.hammami@gmail.com,SNCFT,+216 55 780 693,Event,Qualified,France,Energie,2022-11-19,
LED0322,Mohamed Gharbi,mohamed.gharbi@outlook.com,GCT,+216 53 636 682,LinkedIn,New,Algerie,Finance,2023-09-19,
LED0323,Olfa Ben Salem,olfa.ben-salem@gmail.com,STB Banque,+216 95 135 224,Website,Disqualified,Algerie,Secteur Public,2024-04-14,Competitor
LED0324,Kais Ben Fredj,kais.ben-fredj@outlook.com,Delice Danone,+216 92 470 193,Partner,Contacted,Tunisie,Assurance,2022-05-16,
LED0325,Leila Ben Youssef,leila.ben-youssef@yahoo.fr,UIB Banque,+216 98 683 375,Event,Disqualified,Maroc,Secteur Public,2022-09-20,No budget
LED0326,Nacer Ben Amor,nacer.ben-amor@yahoo.fr,Leoni Tunisie,+216 98 656 173,LinkedIn,Contacted,Tunisie,Energie,2022-10-20,
LED0327,Fares Khelifi,fares.khelifi@yahoo.fr,Tunisair,+216 21 392 493,Cold Call,Qualified,Maroc,Transport,2023-11-05,
LED0328,Zied Chebbi,zied.chebbi@gmail.com,Ministere de l Education,+216 22 297 782,Inbound,Qualified,Tunisie,Telecom,2022-03-12,
LED0329,Nacer Mahfoudhi,nacer.mahfoudhi@outlook.com,SONEDE,+216 90 841 113,LinkedIn,Disqualified,Maroc,Finance,2024-09-11,Competitor
LED0330,Yassine Bchir,yassine.bchir@gmail.com,TTS,+216 20 228 489,Trade Show,Converted,Tunisie,Assurance,2024-06-19,
LED0331,Leila Jebali,leila.jebali@gmail.com,STEG,+216 24 947 585,Trade Show,New,Maroc,Technology,2023-06-23,
LED0332,Houssem Rekik,houssem.rekik@yahoo.fr,SNCFT,+216 53 460 320,Referral,New,France,Energie,2022-09-16,
LED0333,Oussama Sassi,oussama.sassi@yahoo.fr,Tunisair,+216 99 869 301,Cold Call,Contacted,Tunisie,Assurance,2023-02-11,
LED0334,Zied Ben Fredj,zied.ben-fredj@outlook.com,SONEDE,+216 99 130 918,Partner,Converted,Tunisie,Secteur Public,2022-12-08,
LED0335,Aymen Ayadi,aymen.ayadi@gmail.com,BIAT,+216 52 167 777,LinkedIn,Converted,Maroc,Assurance,2023-02-19,
LED0336,Mounir Amri,mounir.amri@gmail.com,Tunisair,+216 95 414 606,Partner,Contacted,Algerie,Secteur Public,2022-06-03,
LED0337,Hamza Fehri,hamza.fehri@yahoo.fr,Sfax Cables,+216 25 141 646,Website,Disqualified,Tunisie,Assurance,2024-09-11,Unresponsive
LED0338,Fares Cherni,fares.cherni@outlook.com,SPS Tunisia,+216 24 940 395,Partner,New,Maroc,Transport,2022-10-15,
LED0339,Oussama Souissi,oussama.souissi@outlook.com,Star Assurance,+216 50 684 649,Event,Qualified,Algerie,Industrie,2024-12-02,
LED0340,Wael Karray,wael.karray@outlook.com,Ooredoo Tunisie,+216 50 585 135,Referral,Converted,Tunisie,Energie,2022-11-11,
LED0341,Lotfi Sghaier,lotfi.sghaier@yahoo.fr,VERMEG,+216 53 598 802,Inbound,Converted,France,Technology,2023-08-20,
LED0342,Rami Kchaou,rami.kchaou@yahoo.fr,STIIP Assurance,+216 22 725 407,Trade Show,Disqualified,Tunisie,Assurance,2022-08-04,Wrong target
LED0343,Ghassen Sghaier,ghassen.sghaier@yahoo.fr,Microsoft Tunisie,+216 99 976 357,Partner,New,Tunisie,Energie,2024-09-21,
LED0344,Hamza Sghaier,hamza.sghaier@outlook.com,BH Bank,+216 24 833 964,Inbound,Converted,France,Telecom,2022-03-28,
LED0345,Wael Abidi,wael.abidi@outlook.com,Microsoft Tunisie,+216 26 697 443,Partner,Converted,Tunisie,Energie,2024-03-17,
LED0346,Hajer Hamouda,hajer.hamouda@gmail.com,Microsoft Tunisie,+216 21 177 861,Inbound,Disqualified,Maroc,Finance,2023-01-06,Unresponsive
LED0347,Mariem Hammami,mariem.hammami@yahoo.fr,CNAM,+216 98 933 111,Event,Qualified,Tunisie,Transport,2023-05-25,
LED0348,Imen Ben Salem,imen.ben-salem@yahoo.fr,Total Energies TN,+216 53 184 638,Cold Call,Converted,Maroc,Industrie,2024-04-01,
LED0349,Nour Jebali,nour.jebali@gmail.com,CNAM,+216 92 130 360,Cold Call,Qualified,Tunisie,Energie,2022-07-05,
LED0350,Rania Ben Amor,rania.ben-amor@gmail.com,Attijari Bank,+216 20 348 673,Event,Disqualified,Tunisie,Secteur Public,2024-06-15,No budget
LED0351,Hamza Kchaou,hamza.kchaou@gmail.com,TTS,+216 20 747 217,Event,Converted,Tunisie,Technology,2024-03-26,
LED0352,Chaima Hamdi,chaima.hamdi@yahoo.fr,Tunisair,+216 50 133 192,Event,Contacted,Maroc,Finance,2023-12-26,
LED0353,Nour Gharbi,nour.gharbi@yahoo.fr,STB Banque,+216 25 294 896,Referral,Qualified,Tunisie,Assurance,2022-03-25,
LED0354,Houssem Jebali,houssem.jebali@yahoo.fr,STIIP Assurance,+216 27 409 423,Cold Call,Contacted,Algerie,Finance,2022-10-25,
LED0355,Fares Ben Salem,fares.ben-salem@outlook.com,STIIP Assurance,+216 27 746 905,Cold Call,Disqualified,France,Telecom,2024-03-29,Competitor
LED0356,Hamza Haddad,hamza.haddad@gmail.com,SNCFT,+216 53 138 145,Inbound,Qualified,France,Finance,2023-10-18,
LED0357,Leila Ben Youssef,leila.ben-youssef@yahoo.fr,Banque Centrale Tunisie,+216 50 743 385,LinkedIn,New,Tunisie,Technology,2023-10-05,
LED0358,Mounir Mellouli,mounir.mellouli@yahoo.fr,SNCFT,+216 27 518 890,Trade Show,Qualified,France,Finance,2024-07-31,
LED0359,Leila Guesmi,leila.guesmi@yahoo.fr,Tunisie Telecom,+216 26 339 894,Website,Qualified,Maroc,Technology,2022-05-11,
LED0360,Imen Ben Amor,imen.ben-amor@gmail.com,SOMOCER,+216 90 731 424,Inbound,Contacted,Maroc,Technology,2024-07-14,
LED0361,Aymen Bouaziz,aymen.bouaziz@gmail.com,SONEDE,+216 20 242 844,Inbound,Contacted,Tunisie,Finance,2023-10-07,
LED0362,Hedi Jebali,hedi.jebali@outlook.com,Amen Bank,+216 24 664 366,Referral,Converted,Tunisie,Telecom,2023-02-03,
LED0363,Karim Bouaziz,karim.bouaziz@outlook.com,BNA Banque,+216 99 874 279,Partner,New,Tunisie,Technology,2024-03-04,
LED0364,Nizar Amri,nizar.amri@yahoo.fr,CNSS,+216 21 919 997,Partner,Contacted,France,Industrie,2024-10-20,
LED0365,Wael Souissi,wael.souissi@yahoo.fr,SPS Tunisia,+216 20 748 841,Partner,Disqualified,Tunisie,Secteur Public,2023-06-12,Not interested
LED0366,Hamza Sghaier,hamza.sghaier@yahoo.fr,Amen Bank,+216 99 854 442,Website,New,Tunisie,Secteur Public,2023-09-20,
LED0367,Mounir Elloumi,mounir.elloumi@gmail.com,OCP Maroc,+216 25 909 759,LinkedIn,Converted,Tunisie,Finance,2022-07-18,
LED0368,Imen Bettaieb,imen.bettaieb@gmail.com,STIIP Assurance,+216 50 890 705,LinkedIn,Disqualified,Algerie,Transport,2022-03-21,No budget
LED0369,Olfa Bouaziz,olfa.bouaziz@gmail.com,Talan Maroc,+216 21 755 508,LinkedIn,New,Tunisie,Industrie,2022-11-14,
