  crm_contacts  ·  800 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CON0207,Mouna,Sghaier,mouna.sghaier@ooredoo.tn,+216 26 243 185,ACC0027,Directeur Technique,Tunisie,2021-09-15
CON0208,Aymen,Kchaou,aymen.kchaou@ttelecom.tn,+216 26 305 761,ACC0176,Directeur Operations,Tunisie,2021-09-26
CON0209,Olfa,Dridi,olfa.dridi@yahoo.fr,+216 99 309 174,ACC0004,CDO,Tunisie,2023-01-22
CON0210,Rania,Ben Slama,rania.ben-slama@ooredoo.tn,+216 50 912 568,ACC0111,DSI,Tunisie,2020-12-09
CON0211,Mehdi,Guesmi,mehdi.guesmi@yahoo.fr,+216 95 330 583,ACC0165,RSSI,Tunisie,2023-10-05
CON0212,Wael,Mahfoudhi,wael.mahfoudhi@stb.com.tn,+216 26 914 610,ACC0062,CTO,Tunisie,2019-04-14
CON0213,Leila,Ayadi,leila.ayadi@stb.com.tn,+216 52 836 403,ACC0021,Responsable SI,Tunisie,2023-06-29
CON0214,Fatma,Ben Ali,fatma.ben-ali@gmail.com,+216 98 472 614,ACC0191,Directeur Operations,Tunisie,2021-04-06
CON0215,Afef,Cherni,afef.cherni@attijari.tn,+216 50 713 991,ACC0131,Directeur Operations,Tunisie,2022-09-02
CON0216,Emna,Hammami,emna.hammami@biat.com.tn,+216 25 548 670,ACC0117,CTO,Tunisie,2023-04-21
CON0217,Sofiene,Ayadi,sofiene.ayadi@gmail.com,+216 24 959 728,ACC0030,DG,Tunisie,2019-01-05
CON0218,Dorra,Jebali,dorra.jebali@attijari.tn,+216 24 485 499,ACC0180,DSI,Tunisie,2019-12-03
CON0219,Rania,Oueslati,rania.oueslati@bna.com.tn,+216 50 807 796,ACC0066,CDO,Tunisie,2020-01-20
CON0220,Emna,Mabrouk,emna.mabrouk@yahoo.fr,+216 53 918 832,ACC0194,CDO,Tunisie,2022-07-20
CON0221,Afef,Chebbi,afef.chebbi@biat.com.tn,+216 95 900 858,ACC0035,Directeur Operations,Tunisie,2021-12-22
CON0222,Mehdi,Laabidi,mehdi.laabidi@ttelecom.tn,+216 26 925 789,ACC0178,DSI,Tunisie,2023-02-05
CON0223,Zied,Rekik,zied.rekik@stb.com.tn,+216 92 835 590,ACC0099,Directeur Operations,Tunisie,2022-11-19
CON0224,Yasmine,Ncibi,yasmine.ncibi@biat.com.tn,+216 90 110 477,ACC0036,Chef de Projet,Tunisie,2022-12-04
CON0225,Sarra,Ben Slama,sarra.ben-slama@attijari.tn,+216 25 655 849,ACC0052,RSSI,Tunisie,2023-01-03
CON0226,Nizar,Rekik,nizar.rekik@yahoo.fr,+216 55 949 521,ACC0129,Directeur Operations,Tunisie,2022-12-25
CON0227,Wael,Mansouri,wael.mansouri@gmail.com,+216 90 374 208,ACC0173,Chef de Projet,Tunisie,2023-12-03
CON0228,Asma,Haddad,asma.haddad@ttelecom.tn,+216 20 693 223,ACC0172,Directeur Financier,Tunisie,2020-06-30
CON0229,Amine,Bchir,amine.bchir@biat.com.tn,+216 92 409 960,ACC0053,Directeur Financier,Tunisie,2021-01-04
CON0230,Salma,Tlili,salma.tlili@ttelecom.tn,+216 25 834 695,ACC0191,Directeur Operations,Tunisie,2020-05-01
CON0231,Ines,Amri,ines.amri@ttelecom.tn,+216 52 674 827,ACC0176,DG,Tunisie,2019-04-21
CON0232,Ghassen,Ferjani,ghassen.ferjani@bna.com.tn,+216 21 814 216,ACC0194,Directeur Financier,Tunisie,2023-02-21
CON0233,Oussama,Ncibi,oussama.ncibi@gmail.com,+216 98 779 308,ACC0175,CDO,Tunisie,2019-12-22
CON0234,Ghassen,Ben Fredj,ghassen.ben-fredj@ooredoo.tn,+216 52 767 905,ACC0034,Chef de Projet,Tunisie,2023-09-29
CON0235,Walid,Gharbi,walid.gharbi@ooredoo.tn,+216 26 578 429,ACC0083,CTO,Tunisie,2023-05-04
CON0236,Bilel,Haddad,bilel.haddad@biat.com.tn,+216 99 824 223,ACC0019,Directeur Operations,Tunisie,2020-03-26
CON0237,Yasmine,Cherni,yasmine.cherni@bna.com.tn,+216 24 663 966,ACC0104,CDO,Tunisie,2020-03-29
CON0238,Nizar,Zouari,nizar.zouari@bna.com.tn,+216 95 103 224,ACC0122,CTO,Tunisie,2019-08-23
CON0239,Aymen,Mahfoudhi,aymen.mahfoudhi@gmail.com,+216 90 624 763,ACC0011,Chef de Projet,Tunisie,2023-06-19
CON0240,Asma,Dridi,asma.dridi@ttelecom.tn,+216 20 755 132,ACC0198,CTO,Tunisie,2023-07-03
CON0241,Chaima,Abidi,chaima.abidi@yahoo.fr,+216 52 918 937,ACC0132,DG,Tunisie,2019-12-09
CON0242,Emna,Ben Romdhane,emna.ben-romdhane@stb.com.tn,+216 25 131 732,ACC0176,DG,Tunisie,2020-02-26
CON0243,Wael,Guesmi,wael.guesmi@yahoo.fr,+216 53 678 587,ACC0118,CTO,Tunisie,2019-06-29
CON0244,Bilel,Bouaziz,bilel.bouaziz@ttelecom.tn,+216 27 267 200,ACC0067,DG,Tunisie,2021-07-12
CON0245,Karim,Abidi,karim.abidi@biat.com.tn,+216 95 950 590,ACC0137,Directeur Financier,Tunisie,2019-05-10
CON0246,Sami,Zouari,sami.zouari@biat.com.tn,+216 27 295 589,ACC0176,Directeur Financier,Tunisie,2019-06-27
CON0247,Zied,Karray,zied.karray@ooredoo.tn,+216 27 703 206,ACC0137,Directeur Operations,Tunisie,2023-03-10
CON0248,Slim,Ben Romdhane,slim.ben-romdhane@yahoo.fr,+216 23 606 607,ACC0003,Directeur Financier,Tunisie,2019-10-17
CON0249,Walid,Karray,walid.karray@attijari.tn,+216 26 495 239,ACC0022,CDO,Tunisie,2023-03-13
CON0250,Karim,Abidi,karim.abidi@ttelecom.tn,+216 52 431 696,ACC0057,Responsable SI,Tunisie,2020-02-02
CON0251,Kais,Guizani,kais.guizani@bna.com.tn,+216 25 910 833,ACC0119,Chef de Projet,Tunisie,2020-08-18
CON0252,Rami,Jebali,rami.jebali@attijari.tn,+216 27 202 793,ACC0085,CDO,Tunisie,2022-10-06
CON0253,Emna,Tlili,emna.tlili@stb.com.tn,+216 26 678 531,ACC0125,CDO,Tunisie,2022-06-16
CON0254,Rami,Ayadi,rami.ayadi@stb.com.tn,+216 22 283 788,ACC0081,DSI,Tunisie,2019-01-10
CON0255,Imen,Romdhane,imen.romdhane@biat.com.tn,+216 26 203 704,ACC0071,RSSI,Tunisie,2022-10-23
CON0256,Hamza,Dridi,hamza.dridi@biat.com.tn,+216 20 591 586,ACC0142,DG,Tunisie,2022-08-15
CON0257,Hajer,Rekik,hajer.rekik@biat.com.tn,+216 99 720 482,ACC0188,CTO,Tunisie,2019-02-08
CON0258,Rami,Oueslati,rami.oueslati@biat.com.tn,+216 20 565 661,ACC0010,CDO,Tunisie,2022-01-18
CON0259,Wael,Bettaieb,wael.bettaieb@attijari.tn,+216 25 892 277,ACC0035,RSSI,Tunisie,2021-11-11
CON0260,Zied,Fehri,zied.fehri@attijari.tn,+216 52 862 574,ACC0194,Directeur Technique,Tunisie,2021-07-02
CON0261,Tarek,Haddad,tarek.haddad@ooredoo.tn,+216 55 468 722,ACC0092,DG,Tunisie,2023-04-09
CON0262,Khaled,Zouari,khaled.zouari@biat.com.tn,+216 99 564 298,ACC0133,Directeur Financier,Tunisie,2021-08-19
CON0263,Maroua,Ben Romdhane,maroua.ben-romdhane@stb.com.tn,+216 50 470 785,ACC0163,Responsable SI,Tunisie,2022-03-31
CON0264,Houssem,Oueslati,houssem.oueslati@ooredoo.tn,+216 25 200 699,ACC0133,Directeur Financier,Tunisie,2020-04-01
CON0265,Sofiene,Ben Ali,sofiene.ben-ali@bna.com.tn,+216 26 727 158,ACC0129,DSI,Tunisie,2019-12-06
CON0266,Asma,Ayadi,asma.ayadi@attijari.tn,+216 26 276 889,ACC0041,Architecte SI,Tunisie,2023-01-09
CON0267,Zied,Tlili,zied.tlili@ttelecom.tn,+216 99 412 683,ACC0123,Responsable SI,Tunisie,2019-11-27
CON0268,Ines,Dridi,ines.dridi@bna.com.tn,+216 92 664 965,ACC0035,RSSI,Tunisie,2023-12-30
CON0269,Zied,Bchir,zied.bchir@yahoo.fr,+216 27 177 924,ACC0154,Directeur Financier,Tunisie,2023-12-05
CON0270,Fares,Hamouda,fares.hamouda@attijari.tn,+216 24 567 589,ACC0124,DSI,Tunisie,2023-08-28
CON0271,Wael,Ben Romdhane,wael.ben-romdhane@bna.com.tn,+216 26 899 526,ACC0068,Directeur Financier,Tunisie,2021-07-17
CON0272,Ameni,Gharbi,ameni.gharbi@biat.com.tn,+216 55 643 136,ACC0005,DG,Tunisie,2023-10-27
CON0273,Sofiene,Kchaou,sofiene.kchaou@biat.com.tn,+216 99 246 955,ACC0158,Architecte SI,Tunisie,2023-12-03
CON0274,Nacer,Mellouli,nacer.mellouli@yahoo.fr,+216 24 686 609,ACC0155,DSI,Tunisie,2023-05-06
CON0275,Wael,Bchir,wael.bchir@yahoo.fr,+216 90 371 791,ACC0110,Directeur Operations,Tunisie,2023-06-06
CON0276,Nacer,Fehri,nacer.fehri@biat.com.tn,+216 26 345 253,ACC0109,Directeur Technique,Tunisie,2021-09-04
CON0277,Karim,Abidi,karim.abidi@biat.com.tn,+216 90 654 474,ACC0002,Responsable SI,Tunisie,2021-12-06
CON0278,Slim,Tlili,slim.tlili@ooredoo.tn,+216 27 298 303,ACC0105,CTO,Tunisie,2019-11-13
CON0279,Sarra,Elloumi,sarra.elloumi@yahoo.fr,+216 20 907 444,ACC0157,Chef de Projet,Tunisie,2023-03-27
CON0280,Amine,Rekik,amine.rekik@yahoo.fr,+216 50 278 187,ACC0065,Directeur Technique,Tunisie,2020-12-06
CON0281,Hedi,Ben Ali,hedi.ben-ali@stb.com.tn,+216 99 254 513,ACC0180,Responsable SI,Tunisie,2020-03-15
CON0282,Imen,Gharbi,imen.gharbi@yahoo.fr,+216 50 423 804,ACC0042,Responsable SI,Tunisie,2023-07-06
CON0283,Imen,Jlassi,imen.jlassi@stb.com.tn,+216 21 666 530,ACC0057,CDO,Tunisie,2022-06-01
CON0284,Leila,Zouari,leila.zouari@attijari.tn,+216 99 403 822,ACC0183,Directeur Technique,Tunisie,2023-05-04
CON0285,Leila,Karray,leila.karray@attijari.tn,+216 52 287 639,ACC0074,Chef de Projet,Tunisie,2023-05-25
CON0286,Dorra,Amri,dorra.amri@bna.com.tn,+216 53 354 254,ACC0093,CTO,Tunisie,2019-11-19
CON0287,Hamza,Gharbi,hamza.gharbi@bna.com.tn,+216 99 777 607,ACC0151,Directeur Technique,Tunisie,2019-02-01
CON0288,Hedi,Mahfoudhi,hedi.mahfoudhi@attijari.tn,+216 98 714 314,ACC0089,CTO,Tunisie,2022-05-26
CON0289,Wael,Mahfoudhi,wael.mahfoudhi@ttelecom.tn,+216 25 982 183,ACC0105,Directeur Financier,Tunisie,2022-02-18
CON0290,Aymen,Hamdi,aymen.hamdi@attijari.tn,+216 26 975 272,ACC0138,DG,Tunisie,2022-11-22
CON0291,Khaled,Souissi,khaled.souissi@bna.com.tn,+216 55 406 523,ACC0175,Responsable SI,Tunisie,2023-11-01
CON0292,Lotfi,Cherni,lotfi.cherni@ttelecom.tn,+216 21 720 161,ACC0174,Directeur Technique,Tunisie,2021-04-24
CON0293,Rami,Hamouda,rami.hamouda@gmail.com,+216 23 233 118,ACC0074,CTO,Tunisie,2022-10-11
CON0294,Rami,Ben Slama,rami.ben-slama@yahoo.fr,+216 25 544 504,ACC0147,RSSI,Tunisie,2023-03-09
CON0295,Hajer,Toumi,hajer.toumi@yahoo.fr,+216 98 181 119,ACC0068,Directeur Technique,Tunisie,2020-02-20
CON0296,Maroua,Jebali,maroua.jebali@ooredoo.tn,+216 50 427 718,ACC0158,DSI,Tunisie,2019-03-28
CON0297,Ameni,Bouzid,ameni.bouzid@biat.com.tn,+216 21 815 249,ACC0126,Directeur Financier,Tunisie,2020-07-27
CON0298,Slim,Jlassi,slim.jlassi@yahoo.fr,+216 27 189 399,ACC0123,DG,Tunisie,2021-10-26
CON0299,Bilel,Abidi,bilel.abidi@stb.com.tn,+216 95 303 731,ACC0118,Directeur Technique,Tunisie,2019-01-25
CON0300,Bilel,Bchir,bilel.bchir@ttelecom.tn,+216 92 104 361,ACC0048,DG,Tunisie,2020-04-30
CON0301,Emna,Mansouri,emna.mansouri@attijari.tn,+216 52 436 124,ACC0109,Directeur Financier,Tunisie,2022-12-06
CON0302,Yasmine,Cherni,yasmine.cherni@biat.com.tn,+216 27 386 806,ACC0148,Responsable SI,Tunisie,2023-01-16
CON0303,Mariem,Ben Youssef,mariem.ben-youssef@stb.com.tn,+216 98 222 407,ACC0122,Directeur Operations,Tunisie,2021-05-13
CON0304,Sami,Ben Slama,sami.ben-slama@attijari.tn,+216 23 989 442,ACC0125,CTO,Tunisie,2022-02-25
CON0305,Sarra,Romdhane,sarra.romdhane@bna.com.tn,+216 26 293 981,ACC0066,DG,Tunisie,2021-07-10
CON0306,Yasmine,Elloumi,yasmine.elloumi@bna.com.tn,+216 24 894 753,ACC0089,RSSI,Tunisie,2019-09-06
CON0307,Yasmine,Sassi,yasmine.sassi@yahoo.fr,+216 23 738 244,ACC0045,Chef de Projet,Tunisie,2020-10-27
CON0308,Mounir,Hamouda,mounir.hamouda@yahoo.fr,+216 99 931 633,ACC0119,DSI,Tunisie,2022-08-04
CON0309,Yasmine,Zouari,yasmine.zouari@ooredoo.tn,+216 21 418 799,ACC0021,Architecte SI,Tunisie,2020-04-12
CON0310,Oussama,Guizani,oussama.guizani@biat.com.tn,+216 27 104 720,ACC0070,Architecte SI,Tunisie,2023-03-12
CON0311,Dorra,Guesmi,dorra.guesmi@biat.com.tn,+216 27 384 890,ACC0033,Chef de Projet,Tunisie,2023-03-04
CON0312,Mouna,Karray,mouna.karray@biat.com.tn,+216 98 349 291,ACC0141,RSSI,Tunisie,2023-04-28
CON0313,Walid,Bouzid,walid.bouzid@ooredoo.tn,+216 27 369 940,ACC0022,DSI,Tunisie,2020-04-14
CON0314,Hedi,Chabbi,hedi.chabbi@yahoo.fr,+216 90 424 435,ACC0008,Directeur Technique,Tunisie,2023-10-29
CON0315,Olfa,Cherni,olfa.cherni@bna.com.tn,+216 53 719 577,ACC0179,Architecte SI,Tunisie,2022-04-25
CON0316,Imen,Dridi,imen.dridi@gmail.com,+216 55 584 663,ACC0135,Directeur Operations,Tunisie,2020-12-12
CON0317,Ahmed,Jebali,ahmed.jebali@ttelecom.tn,+216 90 774 162,ACC0067,Chef de Projet,Tunisie,2019-01-22
CON0318,Maroua,Ben Romdhane,maroua.ben-romdhane@gmail.com,+216 92 533 374,ACC0003,RSSI,Tunisie,2020-09-05
CON0319,Oussama,Cherni,oussama.cherni@attijari.tn,+216 99 400 699,ACC0141,RSSI,Tunisie,2021-04-23
CON0320,Yasmine,Ben Youssef,yasmine.ben-youssef@stb.com.tn,+216 50 745 607,ACC0097,DSI,Tunisie,2019-06-12
CON0321,Mohamed,Hamdi,mohamed.hamdi@attijari.tn,+216 26 700 972,ACC0073,CTO,Tunisie,2021-04-25
CON0322,Fatma,Mellouli,fatma.mellouli@ttelecom.tn,+216 27 325 844,ACC0159,Architecte SI,Tunisie,2022-12-05
CON0323,Ameni,Ben Fredj,ameni.ben-fredj@gmail.com,+216 23 337 289,ACC0006,DSI,Tunisie,2020-07-31
CON0324,Yasmine,Khelifi,yasmine.khelifi@ooredoo.tn,+216 23 209 616,ACC0039,Chef de Projet,Tunisie,2020-03-20
CON0325,Fares,Ben Slama,fares.ben-slama@ttelecom.tn,+216 23 755 950,ACC0085,Directeur Technique,Tunisie,2019-04-25
CON0326,Yassine,Rekik,yassine.rekik@bna.com.tn,+216 53 114 676,ACC0098,Chef de Projet,Tunisie,2023-04-23
CON0327,Yassine,Ben Slama,yassine.ben-slama@stb.com.tn,+216 50 793 553,ACC0118,Chef de Projet,Tunisie,2022-09-25
CON0328,Olfa,Elloumi,olfa.elloumi@bna.com.tn,+216 55 441 521,ACC0191,Responsable SI,Tunisie,2019-09-08
CON0329,Hedi,Mahfoudhi,hedi.mahfoudhi@stb.com.tn,+216 20 338 666,ACC0029,Architecte SI,Tunisie,2020-10-26
CON0330,Aziz,Brahim,aziz.brahim@bna.com.tn,+216 92 757 861,ACC0003,RSSI,Tunisie,2023-05-24
CON0331,Mariem,Jebali,mariem.jebali@stb.com.tn,+216 24 503 195,ACC0064,Responsable SI,Tunisie,2019-07-07
CON0332,Slim,Amri,slim.amri@ooredoo.tn,+216 24 403 636,ACC0180,CDO,Tunisie,2019-09-15
CON0333,Lotfi,Jebali,lotfi.jebali@bna.com.tn,+216 27 854 518,ACC0188,Architecte SI,Tunisie,2022-11-12
CON0334,Fatma,Khelifi,fatma.khelifi@biat.com.tn,+216 24 354 859,ACC0144,DSI,Tunisie,2022-11-28
CON0335,Asma,Dridi,asma.dridi@ooredoo.tn,+216 90 514 675,ACC0071,CDO,Tunisie,2019-11-25
CON0336,Hajer,Elloumi,hajer.elloumi@gmail.com,+216 95 772 130,ACC0094,DSI,Tunisie,2023-05-09
CON0337,Nacer,Hamouda,nacer.hamouda@bna.com.tn,+216 95 118 617,ACC0199,Responsable SI,Tunisie,2020-10-18
CON0338,Mounir,Guesmi,mounir.guesmi@ooredoo.tn,+216 24 737 784,ACC0197,Chef de Projet,Tunisie,2022-06-09
CON0339,Hedi,Ayadi,hedi.ayadi@yahoo.fr,+216 92 902 341,ACC0169,Directeur Financier,Tunisie,2023-09-07
CON0340,Sarra,Toumi,sarra.toumi@ooredoo.tn,+216 90 175 484,ACC0026,Directeur Operations,Tunisie,2022-08-07
CON0341,Oussama,Ben Romdhane,oussama.ben-romdhane@attijari.tn,+216 53 411 266,ACC0094,CTO,Tunisie,2023-01-10
CON0342,Fatma,Mabrouk,fatma.mabrouk@gmail.com,+216 95 514 404,ACC0120,CTO,Tunisie,2022-02-16
CON0343,Karim,Mabrouk,karim.mabrouk@ttelecom.tn,+216 52 493 653,ACC0136,Responsable SI,Tunisie,2023-09-05
CON0344,Hedi,Oueslati,hedi.oueslati@gmail.com,+216 22 941 128,ACC0137,CDO,Tunisie,2020-01-31
CON0345,Sami,Bchir,sami.bchir@attijari.tn,+216 23 270 547,ACC0192,Architecte SI,Tunisie,2021-01-03
CON0346,Emna,Sassi,emna.sassi@ttelecom.tn,+216 22 213 405,ACC0141,CDO,Tunisie,2020-11-22
CON0347,Yassine,Bchir,yassine.bchir@ooredoo.tn,+216 24 793 192,ACC0096,RSSI,Tunisie,2023-08-19
CON0348,Sofiene,Romdhane,sofiene.romdhane@attijari.tn,+216 52 364 473,ACC0093,CDO,Tunisie,2021-03-24
CON0349,Ines,Chabbi,ines.chabbi@yahoo.fr,+216 21 943 529,ACC0002,CDO,Tunisie,2020-03-15
CON0350,Fares,Ben Slama,fares.ben-slama@yahoo.fr,+216 26 429 232,ACC0025,DSI,Tunisie,2020-12-29
CON0351,Mouna,Mellouli,mouna.mellouli@gmail.com,+216 23 887 168,ACC0077,DSI,Tunisie,2021-03-29
CON0352,Oussama,Hammami,oussama.hammami@bna.com.tn,+216 92 532 271,ACC0045,Chef de Projet,Tunisie,2023-08-06
CON0353,Mohamed,Guizani,mohamed.guizani@biat.com.tn,+216 27 197 204,ACC0021,RSSI,Tunisie,2020-12-13
CON0354,Nizar,Bouaziz,nizar.bouaziz@bna.com.tn,+216 55 532 766,ACC0163,DG,Tunisie,2020-09-16
CON0355,Houssem,Cherni,houssem.cherni@stb.com.tn,+216 99 717 323,ACC0179,CTO,Tunisie,2019-04-14
CON0356,Yassine,Mellouli,yassine.mellouli@yahoo.fr,+216 23 927 129,ACC0024,Directeur Financier,Tunisie,2020-08-16
CON0357,Hamza,Elloumi,hamza.elloumi@ttelecom.tn,+216 98 671 864,ACC0141,CTO,Tunisie,2019-06-24
CON0358,Leila,Ferjani,leila.ferjani@attijari.tn,+216 23 880 695,ACC0144,DSI,Tunisie,2021-03-20
CON0359,Mounir,Khelifi,mounir.khelifi@attijari.tn,+216 27 561 716,ACC0063,Chef de Projet,Tunisie,2023-05-10
CON0360,Lotfi,Khelifi,lotfi.khelifi@gmail.com,+216 90 633 874,ACC0109,Directeur Technique,Tunisie,2020-01-26
CON0361,Mariem,Mansouri,mariem.mansouri@biat.com.tn,+216 22 221 899,ACC0090,Directeur Operations,Tunisie,2022-06-30
CON0362,Ines,Gharbi,ines.gharbi@yahoo.fr,+216 26 797 590,ACC0194,DSI,Tunisie,2023-02-23
CON0363,Wassim,Bettaieb,wassim.bettaieb@ooredoo.tn,+216 52 790 429,ACC0004,CTO,Tunisie,2020-09-16
CON0364,Hedi,Hammami,hedi.hammami@bna.com.tn,+216 50 647 221,ACC0053,Directeur Financier,Tunisie,2023-03-17
CON0365,Fatma,Dridi,fatma.dridi@ooredoo.tn,+216 20 386 192,ACC0097,Directeur Technique,Tunisie,2019-03-31
CON0366,Tarek,Gharbi,tarek.gharbi@stb.com.tn,+216 27 547 458,ACC0014,Chef de Projet,Tunisie,2019-05-17
CON0367,Salma,Tlili,salma.tlili@yahoo.fr,+216 95 726 658,ACC0075,Directeur Operations,Tunisie,2021-02-18
CON0368,Aziz,Rekik,aziz.rekik@gmail.com,+216 23 516 337,ACC0023,Directeur Financier,Tunisie,2021-10-22
CON0369,Wassim,Hammami,wassim.hammami@attijari.tn,+216 52 314 505,ACC0079,CDO,Tunisie,2021-03-16
CON0370,Hamza,Kchaou,hamza.kchaou@yahoo.fr,+216 22 879 314,ACC0061,Chef de Projet,Tunisie,2023-07-21
CON0371,Fatma,Ben Romdhane,fatma.ben-romdhane@ooredoo.tn,+216 55 347 373,ACC0039,DG,Tunisie,2022-09-07
CON0372,Sarra,Ben Ali,sarra.ben-ali@ooredoo.tn,+216 22 307 898,ACC0107,Architecte SI,Tunisie,2019-11-09
CON0373,Leila,Mellouli,leila.mellouli@ttelecom.tn,+216 99 942 857,ACC0053,Chef de Projet,Tunisie,2022-01-13
CON0374,Khaled,Brahim,khaled.brahim@biat.com.tn,+216 53 377 363,ACC0035,Responsable SI,Tunisie,2022-09-05
CON0375,Maroua,Abidi,maroua.abidi@attijari.tn,+216 27 968 312,ACC0048,Architecte SI,Tunisie,2023-01-29
CON0376,Mariem,Ayadi,mariem.ayadi@stb.com.tn,+216 99 704 762,ACC0039,Responsable SI,Tunisie,2019-09-27
CON0377,Slim,Cherni,slim.cherni@gmail.com,+216 95 425 231,ACC0153,CDO,Tunisie,2022-11-08
CON0378,Tarek,Tlili,tarek.tlili@ttelecom.tn,+216 92 907 607,ACC0183,Directeur Financier,Tunisie,2023-10-12
CON0379,Wassim,Mansouri,wassim.mansouri@biat.com.tn,+216 20 997 171,ACC0105,CDO,Tunisie,2021-04-25
CON0380,Maroua,Kchaou,maroua.kchaou@yahoo.fr,+216 23 819 366,ACC0177,RSSI,Tunisie,2023-12-23
CON0381,Olfa,Trabelsi,olfa.trabelsi@bna.com.tn,+216 26 103 233,ACC0185,Chef de Projet,Tunisie,2022-06-06
CON0382,Nizar,Zouari,nizar.zouari@gmail.com,+216 23 984 897,ACC0134,Chef de Projet,Tunisie,2021-07-24
CON0383,Mouna,Ben Fredj,mouna.ben-fredj@bna.com.tn,+216 98 733 572,ACC0133,Responsable SI,Tunisie,2020-08-19
CON0384,Fatma,Jlassi,fatma.jlassi@attijari.tn,+216 23 993 286,ACC0076,RSSI,Tunisie,2022-11-14
CON0385,Yassine,Trabelsi,yassine.trabelsi@gmail.com,+216 25 339 434,ACC0029,DSI,Tunisie,2022-11-26
CON0386,Fatma,Jebali,fatma.jebali@stb.com.tn,+216 20 175 900,ACC0117,RSSI,Tunisie,2023-12-13
CON0387,Yassine,Mellouli,yassine.mellouli@ooredoo.tn,+216 53 399 237,ACC0184,CTO,Tunisie,2019-08-22
CON0388,Wassim,Bouaziz,wassim.bouaziz@stb.com.tn,+216 27 835 736,ACC0157,Chef de Projet,Tunisie,2022-02-01
CON0389,Nizar,Rekik,nizar.rekik@yahoo.fr,+216 50 959 131,ACC0042,DG,Tunisie,2023-04-25
CON0390,Walid,Ben Slama,walid.ben-slama@stb.com.tn,+216 25 819 923,ACC0161,RSSI,Tunisie,2019-09-27
CON0391,Afef,Bouzid,afef.bouzid@yahoo.fr,+216 23 805 970,ACC0140,CTO,Tunisie,2023-12-13
CON0392,Mariem,Rekik,mariem.rekik@attijari.tn,+216 26 984 533,ACC0114,Directeur Operations,Tunisie,2022-05-14
CON0393,Aziz,Souissi,aziz.souissi@bna.com.tn,+216 55 747 748,ACC0013,RSSI,Tunisie,2019-04-23
CON0394,Nacer,Guizani,nacer.guizani@gmail.com,+216 52 341 546,ACC0085,Directeur Operations,Tunisie,2019-08-12
CON0395,Lotfi,Ferjani,lotfi.ferjani@gmail.com,+216 20 216 348,ACC0117,Directeur Financier,Tunisie,2019-03-15
CON0396,Aziz,Kchaou,aziz.kchaou@yahoo.fr,+216 98 730 981,ACC0141,Architecte SI,Tunisie,2021-08-22
CON0397,Nour,Hamouda,nour.hamouda@bna.com.tn,+216 22 462 147,ACC0054,CTO,Tunisie,2019-04-30
CON0398,Walid,Chebbi,walid.chebbi@attijari.tn,+216 50 227 458,ACC0110,DG,Tunisie,2020-06-15
CON0399,Leila,Souissi,leila.souissi@biat.com.tn,+216 52 446 875,ACC0134,RSSI,Tunisie,2023-07-13
CON0400,Mohamed,Elloumi,mohamed.elloumi@stb.com.tn,+216 50 129 726,ACC0007,CTO,Tunisie,2023-02-19
CON0401,Afef,Brahim,afef.brahim@stb.com.tn,+216 92 499 316,ACC0003,Responsable SI,Tunisie,2020-06-05
CON0402,Lotfi,Guesmi,lotfi.guesmi@yahoo.fr,+216 23 345 735,ACC0030,RSSI,Tunisie,2021-03-22
CON0403,Yassine,Mahfoudhi,yassine.mahfoudhi@stb.com.tn,+216 22 350 815,ACC0173,Chef de Projet,Tunisie,2023-06-21
CON0404,Rami,Guesmi,rami.guesmi@ooredoo.tn,+216 99 256 250,ACC0086,Directeur Financier,Tunisie,2023-03-01
CON0405,Ghassen,Mabrouk,ghassen.mabrouk@bna.com.tn,+216 55 583 159,ACC0005,Directeur Financier,Tunisie,2022-11-04
CON0406,Dorra,Cherni,dorra.cherni@stb.com.tn,+216 99 864 139,ACC0097,CTO,Tunisie,2022-03-15
CON0407,Leila,Ferjani,leila.ferjani@biat.com.tn,+216 90 892 298,ACC0181,DSI,Tunisie,2020-07-10
CON0408,Aymen,Toumi,aymen.toumi@bna.com.tn,+216 21 910 160,ACC0056,Directeur Technique,Tunisie,2019-12-25
CON0409,Mounir,Jlassi,mounir.jlassi@yahoo.fr,+216 27 692 958,ACC0007,DSI,Tunisie,2019-11-12
CON0410,Mohamed,Elloumi,mohamed.elloumi@bna.com.tn,+216 21 674 423,ACC0199,Architecte SI,Tunisie,2023-04-25
CON0411,Walid,Ben Ali,walid.ben-ali@biat.com.tn,+216 99 607 660,ACC0100,CTO,Tunisie,2019-01-09
CON0412,Wassim,Romdhane,wassim.romdhane@yahoo.fr,+216 53 152 642,ACC0027,CDO,Tunisie,2019-02-16
CON0413,Sofiene,Souissi,sofiene.souissi@attijari.tn,+216 20 783 191,ACC0071,Directeur Technique,Tunisie,2023-05-02
CON0414,Dorra,Haddad,dorra.haddad@biat.com.tn,+216 24 564 335,ACC0160,Chef de Projet,Tunisie,2019-07-29
CON0415,Kais,Sghaier,kais.sghaier@attijari.tn,+216 99 859 405,ACC0147,DG,Tunisie,2019-05-26
CON0416,Mohamed,Elloumi,mohamed.elloumi@bna.com.tn,+216 92 849 290,ACC0008,DSI,Tunisie,2019-08-05
